games_played,player_efficiency_rating,offensive_plus_minus,value_over_replace_player,three_pointer_made_per_game,three_pointer_attempts_per_game,two_pointer_made_per_game,two_pointer_attempts_per_game,free_throw_made_per_game,free_throw_attempts_per_game,defensive_rebound_per_game,assists_per_game,steals_per_game,turnovers_per_game,points_per_game,position_PF,position_PG,position_SF,position_SG,conference_WEST,starter,win_shares
12,4.0,-4.5,-0.533761579042883,-0.6699976996350843,-0.43079761142879863,-1.203606197198341,-1.2164129301063278,-0.7930430817216773,-0.9506594189359834,0.8,0.3,0.0,0.3,1.6,0,0,0,1,0,0,0.0
13,5.0,-4.1,-0.45101851263500403,-0.2172318154798505,-0.2593732866731249,-1.3122736569349036,-1.2164129301063278,-0.7930430817216773,-0.8893239990518617,0.6,0.2,0.3,0.6,1.9,1,0,0,0,0,0,0.0
48,17.8,2.4,1.1210997491146963,0.23553406867538315,0.08347536283822236,0.6437406183232304,0.6034923258292734,0.8198182513301037,0.5213906582829375,2.6,4.0,1.1,1.7,12.2,0,0,0,1,1,1,5.3
38,13.5,-0.1,0.12818295222014872,-0.06630985409477261,-0.20223184508790043,-0.7689363582520887,-0.7546459248689363,-0.48583139923562374,-0.5213114797471315,2.5,1.5,0.9,1.3,4.9,1,0,0,0,1,0,1.7
50,13.1,0.0,0.04543988581226978,0.839221914215695,0.7120312202756924,1.1327441871377641,1.5813518663319845,1.4342416163022105,1.1347448571241545,2.6,2.7,0.7,2.6,16.3,0,0,0,1,0,1,2.9
36,17.1,0.9,0.2109260186280278,-0.8209196610201621,-0.8307877025253705,2.8714235429227726,3.048141177086051,1.2038328544376704,1.2574156968923977,5.6,3.0,1.2,2.6,18.9,0,0,1,0,0,0,2.8
25,14.1,0.9,-0.45101851263500403,0.08461210729030527,0.19775824600867145,-0.4429339790423997,-0.37436721467343775,-0.10181679612805698,-0.3373052200947663,1.6,3.7,0.4,1.5,6.8,0,1,0,0,1,0,0.5
50,16.7,1.3,0.2936690850359067,-0.5190757382500063,-0.31651472825834953,0.31773823911354154,0.46767850075945244,0.43580364822253675,0.5827260781670592,2.1,1.5,0.9,1.4,9.1,0,1,0,0,0,1,2.4
49,13.9,0.1,0.7073844170753015,0.9901438756007727,0.8834555450313663,0.42640569885010443,0.5763295608153091,-0.10181679612805698,-0.1532989604424012,2.9,3.9,1.8,1.9,11.9,0,1,0,0,0,1,4.0
50,14.4,-0.5,-0.12004624700348814,-0.5190757382500063,-0.6022219361844723,-0.00826414009614756,0.2503763806477389,-0.25542263737108367,-0.2759698002106446,1.8,3.3,0.8,1.5,7.1,0,1,0,0,1,1,1.2
47,12.5,-0.6,0.12818295222014872,0.839221914215695,0.8834555450313663,-0.7689363582520887,-0.700320394841008,-0.6394372404786506,-0.7666531592836182,1.7,1.0,0.9,0.8,6.4,0,0,0,1,1,1,2.1
49,13.1,-0.8,0.04543988581226978,-0.06630985409477261,0.14061680442344698,-0.00826414009614756,0.060237025549989505,0.12859196573648315,0.030707299209963946,2.5,2.6,0.9,1.7,8.4,0,0,0,1,1,1,2.5
49,17.9,3.7,1.0383566827068176,0.23553406867538315,0.3120411291791207,-0.22559905956927354,-0.23855338960361677,-0.17861971674957025,-0.2759698002106446,3.1,7.9,0.9,2.0,7.6,0,1,0,0,0,1,3.8
27,11.6,-3.2,-0.616504645450762,-0.8209196610201621,-0.7165048193549214,-0.4972677089106812,-0.4830182747292944,-0.5626343198571371,-0.5213114797471315,0.9,0.3,0.1,1.0,4.2,1,0,0,0,0,0,-0.1
16,11.5,-11.4,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,-1.0949387374617778,-1.0805991050365067,-0.8698460023431905,-0.7666531592836182,0.7,0.1,0.1,0.6,1.5,0,0,0,0,1,0,-0.1
47,16.6,0.4,-0.03730318059560918,-0.6699976996350843,-0.773646260940146,0.589406888454949,0.7393061508990941,0.28219780697950986,0.7667323378194243,3.6,0.7,0.8,1.4,9.6,0,0,1,0,1,1,2.3
49,10.6,-2.8,-0.3682754462271251,-0.6699976996350843,-0.6593633777696968,-0.4429339790423997,-0.3472044496594734,-0.25542263737108367,-0.21463438032652296,1.2,2.2,0.7,1.3,5.0,0,1,0,0,0,1,1.1
50,14.0,0.1,0.2936690850359067,-0.8209196610201621,-0.773646260940146,0.9154092676646379,0.9566082710108079,-0.4090284786141104,-0.1532989604424012,1.9,7.4,1.0,2.2,9.7,0,1,0,0,1,1,3.9
50,14.5,-1.1,-0.20278931341136713,-0.8209196610201621,-0.8879291441105951,-0.38860024917411823,-0.4558555097153303,-0.17861971674957025,0.030707299209963946,4.0,0.4,0.6,0.9,5.1,0,0,0,0,0,1,3.0
49,14.6,0.9,0.6246413506674227,0.23553406867538315,0.19775824600867145,0.5350731585866675,0.549166795801345,0.8966211719516171,0.7667323378194243,3.9,2.4,0.7,1.8,12.0,1,0,0,0,0,1,4.9
29,6.5,-4.4,-0.78199077826652,0.23553406867538315,0.3120411291791207,-1.0406050075934963,-0.9176225149527215,-0.8698460023431905,-0.7666531592836182,1.1,1.4,0.6,1.0,3.7,0,0,0,1,0,0,-0.4
11,14.4,1.1,-0.3682754462271251,0.5373779914455391,0.5977483371052434,-1.203606197198341,-1.107761870050471,-0.4090284786141104,-0.5213114797471315,1.0,1.2,0.6,0.5,4.5,0,1,0,0,0,0,0.3
13,13.3,0.0,-0.3682754462271251,0.9901438756007727,0.5406068955200188,-0.8232700881203702,-0.6188320997991154,-1.0234518435862174,-1.0733302587042268,2.1,2.2,0.5,0.9,5.8,0,1,0,0,0,0,0.4
20,16.4,2.1,0.3764121514437857,0.688299952830617,0.9405969866165909,0.6437406183232304,0.7393061508990941,1.1270299338161571,1.1960802770082763,2.8,3.1,1.8,1.1,13.6,0,0,0,1,1,0,2.0
30,19.8,2.4,1.2038428155225753,0.5373779914455391,0.5977483371052434,1.024076727401201,1.146747626108557,2.7398912668679376,2.668130354227197,2.9,4.2,3.0,2.4,17.0,0,0,1,0,0,0,4.0
18,12.4,-1.4,-0.533761579042883,-0.8209196610201621,-0.8307877025253705,-0.8232700881203702,-0.7274831598549723,-0.5626343198571371,-0.7053177393994966,1.3,0.8,0.3,0.4,3.0,1,0,0,0,0,0,0.5
27,9.8,-3.2,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-1.0949387374617778,-0.9447852799666857,-0.5626343198571371,-0.3986406399788881,1.2,1.5,0.4,0.5,1.9,0,0,0,1,1,0,0.3
44,12.2,-1.2,-0.2855323798192461,-0.8209196610201621,-0.8307877025253705,-0.7146026283838072,-0.7546459248689363,-0.10181679612805698,-0.030628120674157815,2.1,0.6,0.4,0.8,4.0,1,0,0,0,1,1,1.7
42,23.6,3.8,1.452072014746212,-0.8209196610201621,-0.8879291441105951,2.1650850546351124,2.2060954616531605,4.429555520541232,4.446857530866727,6.1,2.4,1.1,3.0,20.5,1,0,0,0,0,0,6.3
44,9.9,-1.6,-0.20278931341136713,0.08461210729030527,0.14061680442344698,-0.8776038179886517,-0.9176225149527215,-0.6394372404786506,-0.7666531592836182,0.9,1.1,0.5,0.5,4.4,0,1,0,0,1,1,1.6
45,7.4,-4.9,-0.533761579042883,-0.6699976996350843,-0.7165048193549214,-0.6602688985155257,-0.37436721467343775,-1.1002547642077307,-1.0733302587042268,2.0,0.9,0.8,0.7,3.2,0,0,1,0,1,1,0.6
19,13.6,-2.9,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-1.2579399270666225,-1.2979012251482203,-0.7162401611001639,-0.7053177393994966,0.4,0.2,0.1,0.2,1.2,0,0,1,0,1,0,0.2
46,13.5,-0.1,0.2109260186280278,0.839221914215695,1.0548798697870398,0.6437406183232304,1.2010731561364858,0.28219780697950986,0.27604897874645073,3.0,2.5,1.7,1.4,12.9,0,0,0,1,0,1,1.8
31,6.6,-4.2,-0.6992477118586409,-0.8209196610201621,-0.8307877025253705,-0.8776038179886517,-0.8632969849247932,-0.9466489229647039,-1.0119948388201052,1.3,0.4,0.3,0.3,2.2,0,0,0,0,1,0,0.3
39,16.6,0.3,0.3764121514437857,-0.8209196610201621,-0.8307877025253705,0.42640569885010443,0.6578178558572019,0.8966211719516171,0.9507385974717896,2.9,7.7,1.8,2.7,9.6,0,1,0,0,0,0,2.5
37,12.8,-2.9,-0.3682754462271251,-0.8209196610201621,-0.8879291441105951,-0.4429339790423997,-0.5373438047572228,-0.7162401611001639,-0.7666531592836182,2.5,0.8,0.6,0.9,4.2,0,0,0,0,1,0,1.1
44,18.6,3.3,1.2865858819304543,0.5373779914455391,0.8834555450313663,2.002083865030268,2.2875837566950534,1.5878474575452375,1.748099055965372,5.6,5.3,1.1,2.8,18.8,0,0,1,0,0,1,2.8
16,14.6,-0.6,-0.2855323798192461,-0.6699976996350843,-0.773646260940146,-0.17126532970099223,0.2503763806477389,0.9734240925731301,0.9507385974717896,2.1,1.5,0.9,1.2,7.6,1,0,0,0,0,0,0.7
12,18.9,2.9,-0.20278931341136713,0.688299952830617,0.5977483371052434,0.6980743481915119,0.7393061508990941,1.1270299338161571,1.1960802770082763,4.8,0.7,0.8,0.8,13.8,0,0,0,0,1,0,1.2
21,7.0,-4.9,-0.78199077826652,-0.8209196610201621,-0.8879291441105951,-0.6059351686472442,-0.21139062458965244,-0.5626343198571371,-0.5826468996312532,2.9,0.6,0.2,0.8,3.8,0,0,0,0,0,0,-0.1
10,8.8,-3.7,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-1.203606197198341,-1.3250639901621846,-0.7930430817216773,-0.7053177393994966,1.0,0.1,0.2,0.4,1.3,1,0,0,0,0,0,0.1
43,8.9,-3.7,-0.6992477118586409,0.23553406867538315,0.3120411291791207,-0.8232700881203702,-0.6731576298270437,-0.8698460023431905,-1.0119948388201052,1.1,1.5,0.8,0.8,4.7,0,1,0,0,0,1,0.3
30,9.1,-1.7,-0.533761579042883,-0.06630985409477261,-0.20223184508790043,-0.7689363582520887,-0.7546459248689363,-1.1002547642077307,-1.1346656785883487,1.1,0.7,0.1,0.5,4.0,0,0,0,1,0,0,0.3
12,12.0,-0.7,-0.533761579042883,0.688299952830617,0.769172661860917,-0.5516014387789626,-0.4830182747292944,-0.6394372404786506,-0.7053177393994966,1.0,0.8,0.3,0.6,6.8,0,0,0,1,0,0,0.3
20,4.5,-7.5,-0.6992477118586409,-0.6699976996350843,-0.7165048193549214,-0.9319375478569333,-0.8632969849247932,-0.8698460023431905,-0.82798857916774,0.6,0.2,0.4,1.0,2.4,0,0,1,0,1,0,-0.4
50,15.6,-0.3,0.5418982842595436,-0.6699976996350843,-0.6593633777696968,0.20907077937697843,0.35902744070359555,1.6646503781667505,1.6254282161971283,3.9,1.1,1.1,1.5,9.8,1,0,0,0,0,1,4.9
39,13.5,-2.3,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,0.5350731585866675,0.5220040307873809,-0.02501387550654354,-0.09196354055827957,4.2,1.2,0.6,1.4,8.7,0,0,0,0,1,0,1.8
47,11.8,-2.2,-0.78199077826652,-0.36815377686492845,-0.3736561698435741,0.3720719689818229,0.4405157357454881,0.28219780697950986,0.5213906582829375,2.1,1.3,1.0,1.7,9.3,0,0,0,1,1,1,0.5
15,11.2,-1.3,-0.533761579042883,-0.06630985409477261,-0.2593732866731249,-0.6602688985155257,-0.5916693347851513,-0.5626343198571371,-0.3986406399788881,0.3,1.7,0.3,0.7,5.0,0,1,0,0,1,0,0.2
43,12.8,-1.3,0.2936690850359067,-0.5190757382500063,-0.6022219361844723,0.31773823911354154,0.5763295608153091,-0.25542263737108367,-0.030628120674157815,3.9,1.8,2.0,1.8,8.3,0,0,1,0,0,1,2.6
19,13.3,0.1,-0.3682754462271251,2.4993634894515524,2.3691330262472046,-0.17126532970099223,0.005911495522061071,-0.02501387550654354,-0.2759698002106446,2.4,1.2,1.1,1.1,12.7,0,0,1,0,1,0,0.9
25,17.7,3.5,0.12818295222014872,1.89567564391124,1.6262942856392857,-0.6602688985155257,-0.836134219910829,-0.48583139923562374,-0.5826468996312532,1.4,1.3,0.6,0.5,9.2,0,0,1,0,1,0,1.9
17,13.4,-1.5,-0.6992477118586409,-0.06630985409477261,0.19775824600867145,0.31773823911354154,0.5220040307873809,1.0502270131946436,1.6254282161971283,2.8,0.9,0.3,1.5,10.9,1,0,0,0,1,0,0.2
16,1.5,-7.6,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-1.2579399270666225,-1.1892501650923633,-1.0234518435862174,-0.9506594189359834,1.0,0.1,0.3,0.4,0.8,1,0,0,0,0,0,0.0
48,10.2,-0.1,0.5418982842595436,1.2919877983709285,1.5120114024688365,-0.8776038179886517,-0.9447852799666857,-0.6394372404786506,-0.6439823195153749,3.9,3.1,0.8,1.1,7.0,0,0,0,1,0,1,3.5
15,2.2,-5.4,-0.616504645450762,-0.6699976996350843,-0.31651472825834953,-1.2579399270666225,-1.2435756951202919,-0.6394372404786506,-0.82798857916774,0.5,1.4,0.3,0.9,1.4,0,1,0,0,1,0,-0.3
50,15.4,-0.5,0.04543988581226978,-0.8209196610201621,-0.773646260940146,0.589406888454949,0.549166795801345,0.0517890451149699,0.0920427190940857,3.1,2.3,0.7,1.4,9.1,1,0,0,0,1,1,2.6
18,18.8,2.8,0.12818295222014872,-0.2172318154798505,0.3691825707643453,2.0564175948985497,2.504885876806767,1.511044536923724,1.68676363608125,2.5,9.3,1.6,3.1,17.7,0,1,0,0,1,0,1.3
31,21.8,5.1,0.7901274834831805,2.046597605296318,2.026284376735857,2.002083865030268,2.2060954616531605,2.7398912668679376,2.5454595144589542,1.9,8.7,1.0,3.5,23.4,0,1,0,0,0,0,4.0
48,16.9,0.6,0.3764121514437857,-0.06630985409477261,-0.030807520332226734,0.6437406183232304,0.9022827409828796,0.2053948863579966,0.27604897874645073,4.7,1.4,1.0,1.7,11.0,0,0,1,0,1,1,3.0
37,11.6,-1.2,-0.616504645450762,0.3864560300604612,0.769172661860917,-0.38860024917411823,-0.23855338960361677,0.0517890451149699,0.030707299209963946,1.2,3.9,1.2,1.8,8.0,0,1,0,0,1,0,0.2
24,15.1,0.2,-0.12004624700348814,-0.06630985409477261,-0.14509040350267582,1.2957453767426086,1.527026336304056,1.2038328544376704,1.3800865366606414,5.1,3.1,0.8,2.5,14.8,0,0,1,0,0,0,1.8
43,15.9,-1.1,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,0.9697429975329197,0.9566082710108079,0.6662124100870768,0.9507385974717896,4.0,0.5,0.6,1.5,11.2,1,0,0,0,1,1,1.8
46,12.6,-0.4,-0.3682754462271251,1.744753682526162,1.9691429351506327,-0.4429339790423997,-0.37436721467343775,0.2053948863579966,0.27604897874645073,1.6,1.7,0.7,1.5,10.7,0,0,0,1,1,1,1.6
32,8.9,-3.7,-0.6992477118586409,-0.2172318154798505,0.02633392125299788,-0.5516014387789626,-0.40152997968740184,-0.17861971674957025,-0.1532989604424012,2.5,1.3,0.8,1.3,5.7,1,0,0,0,0,0,0.5
48,13.6,0.4,0.2109260186280278,1.2919877983709285,1.1120213113722646,-0.6059351686472442,-0.5916693347851513,0.0517890451149699,-0.1532989604424012,2.7,1.6,0.9,1.0,8.9,0,0,1,0,1,1,3.3
26,21.1,2.0,-0.12004624700348814,-0.8209196610201621,-0.8879291441105951,-0.22559905956927354,-0.700320394841008,-0.5626343198571371,-0.2759698002106446,2.0,0.2,0.4,0.4,5.1,0,0,0,0,1,0,1.4
50,21.7,1.4,0.6246413506674227,-0.8209196610201621,-0.773646260940146,3.088758462395899,3.2654432971977645,2.3558766637603705,2.9134720337636844,7.4,1.6,1.5,2.8,21.2,0,0,0,0,1,1,4.2
22,9.5,-5.9,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-0.8632969849247932,-1.0234518435862174,-1.0733302587042268,1.0,0.1,0.4,0.6,2.2,0,0,0,0,0,0,0.3
35,11.0,-1.3,-0.45101851263500403,-0.36815377686492845,-0.31651472825834953,-0.7689363582520887,-0.7274831598549723,-0.7162401611001639,-0.7666531592836182,0.3,2.1,0.5,0.9,3.7,0,1,0,0,0,0,0.2
13,12.2,-1.0,-0.3682754462271251,-0.8209196610201621,-0.8307877025253705,-0.4429339790423997,-0.4286927447013661,-0.33222555799259695,-0.4599760598630097,1.8,1.0,0.9,0.9,4.6,0,0,1,0,0,0,0.4
50,11.4,-2.9,-0.12004624700348814,-0.6699976996350843,-0.5450804945992478,-0.4429339790423997,-0.37436721467343775,-0.48583139923562374,-0.5213114797471315,2.3,2.0,1.3,1.1,4.8,0,0,0,1,0,1,1.6
34,11.3,-2.8,-0.616504645450762,-0.8209196610201621,-0.7165048193549214,-0.4429339790423997,-0.26571615461758086,-0.33222555799259695,-0.4599760598630097,1.1,0.4,0.1,0.7,4.8,0,0,1,0,0,0,0.3
41,13.5,-1.5,-0.533761579042883,-0.6699976996350843,-0.48793905301402324,2.5454211637130832,2.9938156470581228,0.3590007276010233,0.33738439863057246,2.9,2.5,1.6,2.2,17.0,0,0,0,1,0,0,1.3
14,-2.8,-13.2,-0.6992477118586409,-0.6699976996350843,-0.6593633777696968,-1.203606197198341,-1.0534363400225424,-1.1002547642077307,-1.1960010984724703,0.9,0.1,0.0,0.3,1.1,0,0,0,0,1,0,-0.3
11,3.9,-7.3,-0.533761579042883,-0.8209196610201621,-0.8307877025253705,-1.0406050075934963,-1.0262735750085783,-1.1770576848292442,-1.2573365183565919,0.2,0.2,0.3,0.5,1.5,0,0,0,1,1,0,-0.1
29,13.1,-1.2,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-0.9447852799666857,-0.7930430817216773,-0.7666531592836182,1.4,0.2,0.2,0.3,2.4,1,0,0,0,1,0,0.6
38,21.2,1.6,-0.12004624700348814,-0.8209196610201621,-0.8307877025253705,-0.3342665193058367,-0.5101810397432586,0.43580364822253675,0.39871981851469424,2.2,0.6,0.2,0.8,6.3,0,0,0,0,0,0,2.1
47,13.0,-0.6,0.12818295222014872,0.23553406867538315,0.4834654539347943,0.3720719689818229,0.46767850075945244,0.12859196573648315,-0.030628120674157815,4.0,2.2,0.8,1.2,10.3,0,0,1,0,1,1,3.0
44,9.7,-2.4,-0.616504645450762,-0.5190757382500063,-0.5450804945992478,-0.4429339790423997,-0.40152997968740184,-0.5626343198571371,-0.5826468996312532,2.0,1.1,0.5,0.9,4.9,0,0,0,1,0,1,0.8
50,14.1,-0.4,-0.12004624700348814,-0.5190757382500063,-0.43079761142879863,0.8067418079280748,1.146747626108557,0.7430153307085902,0.7667323378194243,2.5,2.0,0.7,0.7,11.2,0,0,1,0,1,1,3.0
49,12.2,-0.6,-0.12004624700348814,0.839221914215695,0.8263141034461416,-0.11693159983271068,-0.07557679951983147,0.2053948863579966,0.0920427190940857,1.8,2.5,0.9,1.6,9.9,0,1,0,0,1,1,2.3
26,10.0,-5.8,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-1.0949387374617778,-1.0534363400225424,-0.7930430817216773,-0.7666531592836182,0.7,0.1,0.2,0.5,1.6,0,0,0,0,0,0,0.0
46,9.1,-3.6,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,-0.9319375478569333,-1.0262735750085783,-1.0234518435862174,-0.82798857916774,2.0,0.3,0.3,0.3,2.1,0,0,0,0,0,1,1.3
44,15.3,0.9,-0.20278931341136713,-0.2172318154798505,-0.14509040350267582,-0.8232700881203702,-0.9176225149527215,-0.48583139923562374,-0.6439823195153749,1.5,0.5,0.4,0.5,4.2,0,0,1,0,1,1,1.6
15,12.3,-2.1,-0.45101851263500403,-0.06630985409477261,-0.030807520332226734,-0.06259786996442912,0.16888808560584614,-0.10181679612805698,-0.21463438032652296,2.1,4.4,1.5,1.9,7.9,0,1,0,0,0,0,0.4
50,14.3,-0.2,-0.45101851263500403,0.23553406867538315,0.3120411291791207,0.6437406183232304,1.0924220960806288,0.7430153307085902,0.644061498051181,2.7,1.2,1.2,2.0,12.2,0,0,1,0,1,1,0.3
36,9.6,-1.6,-0.533761579042883,0.5373779914455391,0.769172661860917,-0.6602688985155257,-0.4830182747292944,-0.48583139923562374,-0.5213114797471315,1.8,0.8,0.6,0.8,6.5,0,0,1,0,0,0,0.3
50,17.0,1.2,0.5418982842595436,0.23553406867538315,0.19775824600867145,0.15473704950869688,0.19605085061981048,0.43580364822253675,0.39871981851469424,2.4,1.6,1.5,1.1,10.1,0,0,1,0,1,1,3.1
50,9.2,-2.7,-0.6992477118586409,-0.06630985409477261,-0.20223184508790043,-0.4972677089106812,-0.4558555097153303,-0.10181679612805698,-0.21463438032652296,1.2,0.8,0.6,0.8,6.1,0,0,1,0,0,1,1.2
12,7.6,-3.8,-0.533761579042883,-0.06630985409477261,-0.14509040350267582,-1.0949387374617778,-0.9176225149527215,-0.7930430817216773,-0.4599760598630097,1.3,2.0,0.6,1.3,3.2,0,1,0,0,1,0,-0.2
47,12.8,-1.8,-0.533761579042883,-0.36815377686492845,-0.08794896191745134,-0.00826414009614756,0.060237025549989505,0.43580364822253675,0.39871981851469424,2.6,1.0,0.6,1.6,8.2,1,0,0,0,1,1,0.8
18,13.3,-0.6,-0.45101851263500403,-0.8209196610201621,-0.8307877025253705,-0.7146026283838072,-0.6459948648130796,-0.8698460023431905,-1.0119948388201052,0.9,0.7,0.1,0.4,3.1,0,0,0,1,0,0,0.3
36,13.6,-2.1,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-0.8632969849247932,-0.7930430817216773,-0.6439823195153749,1.5,0.4,0.1,0.4,2.5,1,0,0,0,1,0,0.8
50,10.8,-2.2,-0.533761579042883,-0.8209196610201621,-0.8307877025253705,0.10040331964041531,0.2503763806477389,-0.17861971674957025,-0.21463438032652296,5.6,3.4,0.9,1.9,7.0,1,0,0,0,0,1,2.1
45,11.8,-2.9,-1.278449176713794,-0.8209196610201621,-0.8879291441105951,0.6437406183232304,0.9294455059968437,-0.17861971674957025,0.33738439863057246,5.3,0.6,0.6,1.9,8.9,0,0,0,0,1,1,-0.3
48,12.8,-1.5,0.2936690850359067,-0.8209196610201621,-0.8879291441105951,-0.2799327894375551,-0.3200416846455093,0.0517890451149699,0.27604897874645073,5.1,0.5,0.3,0.9,5.7,0,0,0,0,1,1,3.8
31,12.8,-2.0,0.12818295222014872,-0.8209196610201621,-0.8307877025253705,0.046069589772134,-0.157065094561724,-0.33222555799259695,0.33738439863057246,3.6,1.8,1.3,1.9,6.5,1,0,0,0,0,0,1.8
10,4.5,-5.3,-0.45101851263500403,-0.8209196610201621,-0.8307877025253705,-1.1492724673300594,-1.107761870050471,-1.1770576848292442,-1.2573365183565919,0.2,0.4,0.1,0.2,1.0,0,1,0,0,0,0,-0.1
21,11.9,-1.4,-0.533761579042883,-0.5190757382500063,-0.6022219361844723,0.15473704950869688,0.4948412657734165,-0.17861971674957025,-0.21463438032652296,2.1,1.8,0.6,1.6,7.8,0,0,1,0,1,0,0.2
25,17.1,0.8,-0.2855323798192461,-0.8209196610201621,-0.773646260940146,0.20907077937697843,0.35902744070359555,1.0502270131946436,0.8894031775876677,1.1,3.2,0.8,2.0,8.9,0,1,0,0,1,0,0.7
48,9.5,-3.5,-1.0302199774901568,-0.8209196610201621,-0.8879291441105951,-0.06259786996442912,0.060237025549989505,-0.7162401611001639,-0.5826468996312532,3.5,0.8,0.6,1.0,5.5,0,0,0,0,1,1,0.2
35,14.5,-3.3,-0.45101851263500403,-0.8209196610201621,-0.8307877025253705,-0.7689363582520887,-0.7818086898829005,-0.5626343198571371,-0.6439823195153749,1.0,0.4,0.5,0.6,3.3,1,0,0,0,1,0,0.7
24,14.3,-1.5,-0.533761579042883,-0.8209196610201621,-0.7165048193549214,-0.9862712777252147,-0.9719480449806499,-0.48583139923562374,-0.4599760598630097,0.5,0.1,0.2,0.5,2.7,0,0,1,0,1,0,0.2
28,11.7,-0.9,-0.20278931341136713,0.9901438756007727,1.4548699608836115,-0.06259786996442912,0.03307426053602517,-0.33222555799259695,-0.3373052200947663,1.9,2.8,1.3,1.4,9.6,0,0,0,1,1,0,1.1
37,11.7,-2.6,-0.3682754462271251,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-1.0534363400225424,-0.8698460023431905,-0.82798857916774,2.8,0.5,0.2,0.6,2.4,0,0,0,0,1,0,1.5
48,12.1,0.9,-0.03730318059560918,0.23553406867538315,0.19775824600867145,-0.9319375478569333,-0.8632969849247932,-0.48583139923562374,-0.4599760598630097,2.1,0.5,0.3,0.5,5.0,1,0,0,0,0,1,1.7
30,8.4,-4.7,-0.6992477118586409,-0.36815377686492845,-0.43079761142879863,-1.0406050075934963,-0.9176225149527215,-0.9466489229647039,-1.0119948388201052,0.7,1.2,0.5,1.1,2.6,0,1,0,0,0,0,-0.3
50,9.6,-1.0,-0.45101851263500403,0.839221914215695,0.8834555450313663,-0.8232700881203702,-0.7818086898829005,-0.7930430817216773,-0.8893239990518617,2.3,1.2,0.4,0.8,6.1,0,0,1,0,0,1,0.9
45,14.4,2.3,0.6246413506674227,1.744753682526162,1.6262942856392857,0.046069589772134,-0.048414034505867364,-0.6394372404786506,-0.5213114797471315,2.7,1.8,0.8,0.9,11.2,0,0,0,1,0,1,2.6
43,14.4,1.0,0.5418982842595436,1.5938317211410846,1.397728519298387,0.42640569885010443,0.5763295608153091,0.8966211719516171,1.1347448571241545,3.1,3.5,1.4,2.1,14.3,0,0,0,1,0,1,3.0
49,15.3,1.8,0.12818295222014872,1.1410658369858508,1.0548798697870398,-0.17126532970099223,-0.1027395645337958,0.2053948863579966,0.030707299209963946,2.1,1.1,0.9,1.1,10.5,0,0,0,1,1,1,2.3
48,19.2,3.4,1.452072014746212,1.89567564391124,1.5691528440540607,0.8610755377963566,1.010933801038736,1.0502270131946436,1.2574156968923977,4.0,2.4,1.7,2.4,16.5,0,0,1,0,0,1,4.9
16,18.0,0.1,-0.2855323798192461,-0.8209196610201621,-0.8879291441105951,-0.2799327894375551,-0.4558555097153303,-0.4090284786141104,-0.3986406399788881,2.8,0.3,0.5,0.3,5.1,0,0,0,0,1,0,1.1
48,11.8,-1.4,-0.9474769110822778,-0.8209196610201621,-0.8879291441105951,0.480739428718386,0.5220040307873809,-0.7162401611001639,-0.030628120674157815,5.0,0.9,0.4,1.0,7.7,0,0,0,0,1,1,2.0
50,16.9,1.9,0.9556136162989386,0.9901438756007727,0.7120312202756924,-0.17126532970099223,-0.23855338960361677,0.7430153307085902,0.5827260781670592,2.5,2.9,1.0,1.5,10.5,0,1,0,0,0,1,5.0
17,10.5,-2.8,-0.533761579042883,-0.8209196610201621,-0.8307877025253705,0.31773823911354154,0.5220040307873809,0.28219780697950986,0.5213906582829375,4.2,0.9,0.6,1.6,8.4,0,0,0,0,0,0,0.4
33,15.1,-1.0,-0.3682754462271251,-0.8209196610201621,-0.8879291441105951,1.024076727401201,0.8751199759689151,0.2053948863579966,0.7053969179353028,4.5,1.8,0.7,2.2,10.8,0,0,0,0,0,0,1.8
40,15.0,0.4,-0.03730318059560918,0.9901438756007727,0.7120312202756924,-0.6602688985155257,-0.836134219910829,-0.25542263737108367,-0.3373052200947663,1.5,2.8,0.8,1.6,7.3,0,1,0,0,1,0,2.2
50,16.9,-0.7,0.7073844170753015,-0.8209196610201621,-0.8879291441105951,0.6980743481915119,0.7936316809270229,1.357438695680697,1.5640927963130062,5.4,0.6,0.9,1.8,11.2,1,0,0,0,0,1,5.4
44,11.1,-1.3,-0.533761579042883,-0.06630985409477261,-0.08794896191745134,-0.7146026283838072,-0.7274831598549723,-0.5626343198571371,-0.7053177393994966,1.3,2.1,0.4,1.3,5.0,0,1,0,0,0,1,0.8
