games_played,player_efficiency_rating,offensive_plus_minus,value_over_replace_player,three_pointer_made_per_game,three_pointer_attempts_per_game,two_pointer_made_per_game,two_pointer_attempts_per_game,free_throw_made_per_game,free_throw_attempts_per_game,defensive_rebound_per_game,assists_per_game,steals_per_game,turnovers_per_game,points_per_game,position_PF,position_PG,position_SF,position_SG,conference_WEST,starter,win_shares
18,10.6,-2.5,-0.45101851263500403,-0.8209196610201621,-0.773646260940146,-0.9862712777252147,-0.8632969849247932,-0.5626343198571371,-0.7053177393994966,1.1,1.1,0.3,0.6,2.3,0,0,0,1,1,0,0.0
81,11.1,0.7,0.5418982842595436,1.4429097597560065,1.1120213113722646,-1.2579399270666225,-1.2979012251482203,-0.6394372404786506,-0.7053177393994966,1.7,0.5,0.4,0.3,5.9,0,0,1,0,0,1,4.7
39,8.5,-5.3,-0.6992477118586409,-0.8209196610201621,-0.8879291441105951,-0.7146026283838072,-0.6459948648130796,-0.33222555799259695,-0.2759698002106446,1.7,0.8,0.3,0.9,3.6,0,0,0,0,0,0,0.5
80,14.8,-1.7,0.12818295222014872,-0.8209196610201621,-0.8879291441105951,0.15473704950869688,-0.3200416846455093,-0.25542263737108367,0.39871981851469424,4.6,0.5,0.5,1.3,7.1,0,0,0,0,1,1,5.2
32,15.7,-1.7,-0.3682754462271251,-0.8209196610201621,-0.8879291441105951,1.5674140260840161,1.7171656914018054,-0.17861971674957025,-0.1532989604424012,5.4,1.4,0.5,1.8,12.4,0,0,0,0,1,0,0.8
24,1.6,-5.7,-0.616504645450762,-0.8209196610201621,-0.7165048193549214,-1.2579399270666225,-1.2707384601342562,-1.1770576848292442,-1.1960010984724703,0.3,0.2,0.1,0.1,0.7,0,0,1,0,0,0,-0.2
64,16.6,1.7,1.2865858819304543,0.08461210729030527,-0.030807520332226734,0.42640569885010443,0.3861902057175599,1.357438695680697,1.3187511167765198,3.5,3.0,1.3,1.8,11.7,0,0,1,0,1,1,4.5
39,10.1,-2.4,-1.0302199774901568,0.688299952830617,1.0548798697870398,0.5350731585866675,0.4405157357454881,-0.33222555799259695,-0.21463438032652296,3.6,1.0,0.5,1.7,11.2,0,0,1,0,0,0,-0.3
82,13.0,0.4,0.6246413506674227,1.4429097597560065,1.1120213113722646,-0.6059351686472442,-0.5916693347851513,-0.48583139923562374,-0.5826468996312532,1.7,1.5,0.4,0.7,8.3,0,0,0,1,0,1,5.1
39,10.4,-4.7,-0.6992477118586409,-0.8209196610201621,-0.8307877025253705,-0.7689363582520887,-0.7546459248689363,-0.9466489229647039,-0.8893239990518617,1.4,0.2,0.2,0.6,2.7,0,0,0,0,1,0,0.0
11,20.3,-1.3,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,-0.38860024917411823,-0.4558555097153303,-0.33222555799259695,-0.21463438032652296,1.6,0.0,0.2,0.5,4.9,0,0,0,0,1,0,0.3
47,12.5,-1.5,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,0.31773823911354154,0.277539145661703,-0.33222555799259695,-0.3986406399788881,2.8,0.4,0.4,0.7,7.6,0,0,0,0,1,1,2.0
24,14.3,-1.4,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,0.3720719689818229,0.16888808560584614,0.7430153307085902,0.7667323378194243,3.4,0.3,0.3,1.0,9.1,0,0,0,0,0,0,2.0
53,14.7,-0.4,-0.3682754462271251,-0.8209196610201621,-0.8307877025253705,1.024076727401201,0.983771036024772,1.0502270131946436,1.2574156968923977,2.4,0.9,0.6,1.5,11.9,1,0,0,0,1,1,2.5
23,15.2,-0.8,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,1.1327441871377641,0.9022827409828796,0.7430153307085902,0.7053969179353028,2.4,0.6,0.4,1.2,11.8,1,0,0,0,1,0,1.6
11,0.4,-8.3,-0.616504645450762,-0.8209196610201621,-0.6022219361844723,-1.2579399270666225,-1.1620874000783992,-0.7930430817216773,-0.7053177393994966,0.7,1.3,0.4,0.9,1.1,0,1,0,0,1,0,-0.3
40,11.3,-2.7,-0.616504645450762,-0.5190757382500063,-0.43079761142879863,-0.4429339790423997,-0.5645065697711871,-0.4090284786141104,-0.3986406399788881,1.1,1.8,0.7,0.8,5.1,0,1,0,0,1,0,0.7
80,17.9,2.4,1.3693289483383335,0.5373779914455391,0.3120411291791207,0.480739428718386,0.277539145661703,0.5126065688440502,0.46005523839881574,1.8,4.7,1.0,1.7,11.7,0,1,0,0,1,1,6.7
81,12.6,-0.7,-0.12004624700348814,0.5373779914455391,0.3120411291791207,-0.22559905956927354,-0.1299023295477599,-0.25542263737108367,-0.3373052200947663,2.0,1.2,0.7,0.8,8.3,0,0,0,1,1,1,2.7
73,17.8,0.5,0.45915521785166474,-0.8209196610201621,-0.8879291441105951,2.2737525143716755,2.1517699316252323,1.0502270131946436,1.0120740173559113,6.8,3.2,1.0,2.3,16.5,1,0,0,0,1,1,6.0
25,11.0,-1.0,-0.20278931341136713,1.89567564391124,1.8548600519801834,0.10040331964041531,0.14172532059188203,-0.10181679612805698,-0.1532989604424012,3.3,1.2,0.9,1.4,12.2,1,0,0,0,0,0,1.5
32,12.8,-0.4,-0.12004624700348814,1.1410658369858508,1.3405870777131628,0.20907077937697843,0.11456255557791795,-0.17861971674957025,-0.2759698002106446,4.3,2.0,0.9,1.6,11.4,0,0,1,0,0,0,1.5
29,14.8,-2.1,-0.20278931341136713,-0.8209196610201621,-0.773646260940146,-0.9319375478569333,-0.8632969849247932,-0.6394372404786506,-0.7053177393994966,0.8,1.4,1.1,0.6,2.6,0,1,0,0,1,0,0.5
73,14.3,-1.0,0.12818295222014872,-0.8209196610201621,-0.8307877025253705,-0.06259786996442912,-0.02125126949190303,-0.02501387550654354,-0.21463438032652296,1.6,2.2,0.6,1.2,6.6,0,1,0,0,0,1,1.9
82,19.3,1.4,1.1210997491146963,-0.8209196610201621,-0.8879291441105951,2.8714235429227726,2.8580018219883017,2.4326795843818845,2.4227886746907106,3.5,1.6,0.6,2.1,20.4,0,0,0,0,0,1,6.3
67,13.9,-3.1,-0.8647338446743991,-0.8209196610201621,-0.8879291441105951,0.046069589772134,-0.048414034505867364,-0.33222555799259695,-0.3373052200947663,2.0,0.1,0.3,0.7,6.4,0,0,0,0,1,1,1.5
73,24.3,5.7,3.0241902764959128,0.9901438756007727,0.769172661860917,1.5130802962157348,1.55418910131802,3.2775117112185312,2.9134720337636844,10.7,2.5,0.6,2.1,20.2,1,0,0,0,1,1,11.4
75,16.5,2.0,1.7003012139698492,1.744753682526162,1.7405771688097342,0.15473704950869688,0.19605085061981048,0.8198182513301037,0.7667323378194243,2.9,6.7,1.4,2.1,13.5,0,1,0,0,1,1,7.0
67,15.8,-0.6,-0.03730318059560918,-0.2172318154798505,-0.20223184508790043,0.42640569885010443,0.46767850075945244,1.8950591400312906,1.748099055965372,2.9,1.3,0.3,1.9,12.0,0,0,1,0,0,1,3.4
18,12.7,-1.5,-0.3682754462271251,-0.8209196610201621,-0.8879291441105951,-1.0406050075934963,-1.1620874000783992,-0.7930430817216773,-0.6439823195153749,2.4,0.2,0.2,0.3,1.9,0,0,0,0,0,0,0.6
56,13.7,-3.3,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-1.0262735750085783,-0.33222555799259695,-0.3373052200947663,1.4,0.1,0.3,0.4,3.1,0,0,0,0,1,1,1.8
80,17.0,-0.1,0.6246413506674227,-0.6699976996350843,-0.6593633777696968,1.5130802962157348,1.2282359211504499,0.0517890451149699,0.030707299209963946,4.8,1.4,0.9,1.6,12.5,0,0,1,0,1,1,5.6
29,4.9,-7.3,-0.6992477118586409,-0.6699976996350843,-0.8307877025253705,-1.0949387374617778,-1.107761870050471,-1.0234518435862174,-1.0733302587042268,0.8,0.1,0.1,0.4,1.6,0,0,0,0,1,0,0.1
52,11.7,0.2,-0.2855323798192461,0.3864560300604612,0.19775824600867145,-1.0949387374617778,-1.0534363400225424,-0.7930430817216773,-0.7666531592836182,1.0,0.3,0.3,0.3,4.0,0,0,1,0,0,1,0.8
48,14.1,-0.8,0.2936690850359067,-0.8209196610201621,-0.773646260940146,0.6437406183232304,0.5220040307873809,-0.48583139923562374,-0.3373052200947663,4.8,2.3,0.9,1.2,8.6,1,0,0,0,1,1,2.7
80,21.4,4.3,2.44498881164076,2.4993634894515524,2.3691330262472046,1.1327441871377641,1.255398686164414,4.506358441162745,3.8948387519096315,2.9,2.5,1.0,2.3,23.5,0,0,0,1,1,1,9.5
26,7.1,-2.4,-0.533761579042883,0.08461210729030527,0.08347536283822236,-1.203606197198341,-1.134924635064435,-0.9466489229647039,-1.0119948388201052,1.5,0.8,0.2,0.2,2.9,0,0,0,1,0,0,0.2
82,15.5,1.0,1.2038428155225753,2.046597605296318,1.7405771688097342,0.480739428718386,0.4948412657734165,1.280635775059184,1.0734094372400327,2.6,2.0,1.2,1.7,15.9,0,0,0,1,1,1,7.2
57,9.4,-3.3,-0.9474769110822778,-0.8209196610201621,-0.8879291441105951,-0.5516014387789626,-0.5916693347851513,-0.48583139923562374,-0.21463438032652296,1.9,0.3,0.4,0.8,4.2,1,0,0,0,0,1,0.5
82,11.7,-0.8,-0.3682754462271251,-0.06630985409477261,-0.20223184508790043,-0.7689363582520887,-0.700320394841008,-0.7930430817216773,-0.82798857916774,1.2,2.9,0.4,0.9,4.2,0,1,0,0,1,1,1.5
71,12.6,-0.4,0.12818295222014872,1.2919877983709285,1.2263041945427136,0.15473704950869688,0.35902744070359555,-0.10181679612805698,-0.1532989604424012,1.9,2.0,1.0,1.4,11.3,0,0,0,1,1,1,2.4
79,11.5,-2.3,-0.12004624700348814,-0.8209196610201621,-0.8307877025253705,-0.06259786996442912,-0.048414034505867364,0.12859196573648315,0.21471355886232896,3.2,0.9,0.9,1.0,6.7,1,0,0,0,0,1,4.8
73,12.8,-1.8,-0.12004624700348814,-0.8209196610201621,-0.8879291441105951,-0.17126532970099223,-0.21139062458965244,-0.6394372404786506,-0.5826468996312532,3.7,1.2,0.5,1.0,5.3,1,0,0,0,1,1,3.0
79,17.4,-0.7,0.2936690850359067,-0.8209196610201621,-0.8879291441105951,0.8610755377963566,0.5763295608153091,0.12859196573648315,0.5213906582829375,5.2,0.5,0.5,1.3,10.1,0,0,0,0,0,1,5.3
52,10.4,-3.3,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-0.6602688985155257,-0.5373438047572228,-0.7162401611001639,-0.7666531592836182,2.6,0.8,0.2,0.5,3.3,0,0,1,0,0,1,0.9
72,16.0,0.6,0.9556136162989386,-0.36815377686492845,-0.43079761142879863,-0.00826414009614756,-0.26571615461758086,-0.25542263737108367,-0.21463438032652296,3.8,2.1,0.7,1.3,7.4,1,0,0,0,0,1,4.9
74,12.6,0.1,0.45915521785166474,2.046597605296318,1.7977186103949592,-0.6602688985155257,-0.6731576298270437,0.43580364822253675,0.1533781389782072,2.0,1.1,0.9,0.8,10.5,0,0,0,1,0,1,5.1
78,14.4,-0.1,-0.03730318059560918,1.2919877983709285,1.5691528440540607,0.3720719689818229,0.46767850075945244,0.3590007276010233,0.27604897874645073,2.6,1.7,0.9,1.2,12.8,0,0,1,0,1,1,2.5
69,12.2,-3.9,-0.6992477118586409,-0.8209196610201621,-0.8879291441105951,0.6980743481915119,0.7936316809270229,-0.48583139923562374,-0.21463438032652296,3.3,1.5,0.8,2.2,8.8,0,0,0,0,1,1,0.2
81,17.8,1.5,1.5348150811540913,-0.8209196610201621,-0.6022219361844723,1.1327441871377641,1.2282359211504499,1.2038328544376704,0.9507385974717896,2.5,7.0,1.4,2.4,12.7,0,1,0,0,1,1,7.0
60,16.3,1.7,0.5418982842595436,0.23553406867538315,0.14061680442344698,-0.6059351686472442,-0.6188320997991154,-0.17861971674957025,-0.2759698002106446,3.0,2.4,0.5,0.9,6.4,0,0,0,0,1,1,3.0
41,9.7,-1.5,-0.3682754462271251,0.688299952830617,0.769172661860917,-0.9319375478569333,-0.9447852799666857,-0.7162401611001639,-0.7666531592836182,3.6,1.2,0.5,1.0,5.6,0,0,0,1,0,0,1.6
64,13.0,-0.1,-0.3682754462271251,0.23553406867538315,0.3120411291791207,-0.6602688985155257,-0.6731576298270437,-0.7162401611001639,-0.82798857916774,0.5,1.7,0.4,1.0,5.5,0,1,0,0,1,1,0.7
76,19.8,1.6,1.6175581475619702,-0.6699976996350843,-0.7165048193549214,2.2737525143716755,1.9616305765274828,1.4342416163022105,1.4414219565447635,5.5,2.5,1.4,1.9,17.3,1,0,0,0,1,1,7.7
51,15.9,-2.4,-0.6992477118586409,-0.8209196610201621,-0.8879291441105951,0.26340450924526,0.19605085061981048,-0.4090284786141104,-0.21463438032652296,3.1,0.3,0.3,1.0,7.3,0,0,0,0,0,1,1.4
24,16.0,-1.3,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,0.26340450924526,0.005911495522061071,-0.7162401611001639,-0.6439823195153749,2.9,0.3,0.7,0.8,6.9,0,0,0,0,1,0,1.2
80,18.0,0.9,0.7073844170753015,-0.8209196610201621,-0.8879291441105951,0.6437406183232304,0.3861902057175599,0.2053948863579966,0.5213906582829375,4.4,1.3,1.2,1.0,9.4,0,0,0,0,0,1,6.6
40,10.7,-1.4,-0.2855323798192461,0.23553406867538315,0.4834654539347943,-0.7689363582520887,-0.836134219910829,-0.9466489229647039,-1.0733302587042268,2.6,1.1,0.6,0.4,4.7,0,0,1,0,0,0,0.7
19,8.4,-1.8,-0.45101851263500403,0.08461210729030527,-0.030807520332226734,-1.0406050075934963,-1.0534363400225424,-0.9466489229647039,-1.0733302587042268,2.0,0.4,0.2,0.3,3.5,0,0,1,0,1,0,0.4
58,12.1,0.3,-0.03730318059560918,2.046597605296318,1.68343572722451,0.15473704950869688,0.19605085061981048,0.12859196573648315,-0.1532989604424012,2.3,1.2,0.3,0.9,13.2,0,0,0,1,0,1,3.0
34,10.3,-4.5,-0.6992477118586409,-0.8209196610201621,-0.8879291441105951,-0.6059351686472442,-0.5916693347851513,-0.48583139923562374,-0.4599760598630097,1.9,0.4,0.4,0.9,4.0,0,0,0,0,0,0,0.4
11,14.4,-2.8,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-0.8776038179886517,-0.9719480449806499,-0.7930430817216773,-0.82798857916774,1.1,0.0,0.1,0.3,2.5,0,0,0,0,1,0,0.2
13,3.5,-9.2,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-1.0406050075934963,-0.8904597499387573,-0.7930430817216773,-0.5826468996312532,1.4,0.0,0.2,0.6,1.9,1,0,0,0,1,0,-0.2
18,6.7,-4.5,-0.616504645450762,-0.5190757382500063,-0.14509040350267582,-0.7689363582520887,-0.700320394841008,-0.7930430817216773,-0.7053177393994966,3.6,0.9,0.4,0.7,3.6,1,0,0,0,0,0,-0.1
17,10.1,-2.8,-0.45101851263500403,-0.6699976996350843,-0.5450804945992478,-0.9319375478569333,-1.0534363400225424,-0.7162401611001639,-0.7666531592836182,1.6,0.4,0.5,0.4,2.6,1,0,0,0,0,0,0.4
16,5.3,-6.9,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,-1.2579399270666225,-1.406552285204077,-0.8698460023431905,-0.7666531592836182,0.3,0.0,0.1,0.2,0.9,0,0,0,0,0,0,0.1
31,5.5,-4.5,-0.616504645450762,-0.2172318154798505,-0.2593732866731249,-1.1492724673300594,-1.1620874000783992,-1.0234518435862174,-1.0119948388201052,1.0,0.6,0.4,0.4,2.2,1,0,0,0,0,0,0.2
80,13.1,0.5,0.12818295222014872,1.5938317211410846,1.3405870777131628,-0.3342665193058367,-0.37436721467343775,-0.33222555799259695,-0.4599760598630097,2.2,1.2,0.3,1.0,9.8,0,0,0,1,1,1,3.5
76,15.4,1.0,1.0383566827068176,1.5938317211410846,1.3405870777131628,0.42640569885010443,0.4405157357454881,0.12859196573648315,0.030707299209963946,2.5,6.0,1.0,2.6,13.1,0,1,0,0,0,1,6.6
48,18.8,0.8,1.1210997491146963,-0.8209196610201621,-0.8879291441105951,0.9697429975329197,0.7936316809270229,1.0502270131946436,1.1347448571241545,6.6,2.2,1.0,1.9,11.7,0,0,0,0,0,1,6.7
54,10.1,-2.2,-0.533761579042883,0.3864560300604612,0.3691825707643453,-0.6602688985155257,-0.700320394841008,-0.48583139923562374,-0.5826468996312532,2.8,0.8,0.3,0.9,6.1,0,0,1,0,0,1,1.3
23,17.7,5.1,-0.20278931341136713,0.688299952830617,0.14061680442344698,-1.2579399270666225,-1.2979012251482203,-0.9466489229647039,-1.0733302587042268,0.8,0.1,0.0,0.2,4.0,0,0,1,0,1,0,0.8
73,23.4,4.3,3.2724194757195497,0.5373779914455391,0.4263240123495696,2.6540886234496464,2.2604209916810896,2.970300028732478,2.4841240945748315,6.3,2.6,0.5,1.9,23.0,1,0,0,0,1,1,11.1
24,9.2,-5.4,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-0.2799327894375551,-0.26571615461758086,-0.25542263737108367,-0.1532989604424012,2.6,0.5,0.1,1.1,5.4,0,0,0,0,0,0,0.6
82,19.4,2.8,2.610474944456518,0.3864560300604612,0.3691825707643453,1.2414116468743273,0.8751199759689151,0.3590007276010233,0.5827260781670592,6.5,3.0,0.6,1.7,14.4,1,0,0,0,1,1,10.1
72,16.0,-0.9,0.2936690850359067,-0.8209196610201621,-0.8879291441105951,0.8610755377963566,0.4948412657734165,0.3590007276010233,0.9507385974717896,6.3,0.6,0.6,1.7,10.3,0,0,0,0,1,1,6.5
13,12.6,-1.3,-0.45101851263500403,-0.2172318154798505,-0.20223184508790043,-0.7146026283838072,-0.5373438047572228,-0.25542263737108367,-0.3373052200947663,1.6,1.5,0.3,0.5,4.9,0,0,0,0,1,0,0.2
82,8.8,-2.4,-1.1957061103059148,0.5373779914455391,0.8834555450313663,-0.11693159983271068,0.08739979056395361,0.0517890451149699,0.030707299209963946,3.3,1.0,0.4,0.9,9.2,0,0,1,0,0,1,0.8
79,12.4,-2.8,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-0.6602688985155257,-0.700320394841008,0.12859196573648315,0.1533781389782072,2.7,0.7,0.4,0.9,4.4,0,0,0,0,0,1,3.1
72,10.5,-1.7,-0.45101851263500403,0.9901438756007727,0.9405969866165909,-0.38860024917411823,-0.26571615461758086,-0.4090284786141104,-0.4599760598630097,2.6,3.0,0.9,1.1,8.3,0,0,1,0,0,1,1.5
78,20.4,2.3,1.5348150811540913,-0.36815377686492845,-0.3736561698435741,2.2737525143716755,1.9887933415414474,1.1270299338161571,1.1347448571241545,2.7,6.6,1.2,2.6,17.5,0,1,0,0,1,1,8.2
52,16.7,0.4,-0.03730318059560918,-0.8209196610201621,-0.8879291441105951,0.15473704950869688,-0.1027395645337958,-0.7162401611001639,-0.7666531592836182,2.2,0.8,0.3,0.6,6.3,1,0,0,0,1,1,2.4
80,23.7,4.4,5.092766936692887,0.5373779914455391,0.4263240123495696,1.024076727401201,1.0380965660527006,2.0486649812743174,1.68676363608125,3.6,9.8,2.4,2.2,15.9,0,1,0,0,1,1,13.9
10,7.8,-2.8,-0.45101851263500403,0.23553406867538315,0.02633392125299788,-0.9862712777252147,-0.9719480449806499,-0.8698460023431905,-0.9506594189359834,1.2,0.7,0.5,0.5,4.1,0,0,1,0,1,0,0.2
17,5.1,-5.3,-0.533761579042883,-0.36815377686492845,-0.5450804945992478,-1.203606197198341,-1.2435756951202919,-1.1002547642077307,-1.0733302587042268,0.8,0.2,0.3,0.4,1.8,0,0,0,1,0,0,0.2
65,11.2,-4.8,-1.1129630438980358,-0.8209196610201621,-0.8879291441105951,-0.2799327894375551,-0.40152997968740184,-0.17861971674957025,-0.1532989604424012,1.6,0.4,0.3,1.4,5.5,0,0,0,0,1,1,0.6
12,10.2,-3.6,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,0.046069589772134,-0.157065094561724,0.28219780697950986,0.7667323378194243,6.2,0.8,0.2,2.1,7.3,0,0,0,0,0,0,0.6
17,9.1,-3.6,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,-0.2799327894375551,-0.3472044496594734,-0.4090284786141104,-0.09196354055827957,5.6,0.9,0.4,1.8,5.1,0,0,0,0,1,0,0.4
77,9.9,-5.5,-0.9474769110822778,-0.8209196610201621,-0.8307877025253705,-0.4972677089106812,-0.4830182747292944,-1.0234518435862174,-1.0119948388201052,1.9,0.6,0.4,0.6,3.5,0,0,0,0,0,1,0.4
80,19.7,3.0,3.3551625421274283,1.2919877983709285,1.2263041945427136,1.2957453767426086,0.983771036024772,2.5094825050033975,2.1774469951542232,5.0,3.3,1.0,2.1,18.9,0,0,1,0,0,1,11.6
19,8.3,-1.3,-0.2855323798192461,1.89567564391124,1.7405771688097342,-1.0949387374617778,-1.0805991050365067,-1.0234518435862174,-1.0733302587042268,2.3,0.5,0.5,0.7,6.7,0,0,1,0,0,0,0.7
38,10.8,-1.1,-0.3682754462271251,1.1410658369858508,1.3405870777131628,-0.7689363582520887,-0.7546459248689363,-0.48583139923562374,-0.4599760598630097,1.8,0.6,0.5,0.7,7.4,0,0,0,1,1,0,0.6
66,8.5,-2.4,-0.533761579042883,-0.36815377686492845,-0.43079761142879863,-0.9862712777252147,-0.9447852799666857,-0.8698460023431905,-0.9506594189359834,1.0,0.4,0.3,0.2,2.8,0,0,1,0,1,1,0.9
49,7.5,-2.6,-0.45101851263500403,1.2919877983709285,1.5691528440540607,-1.2579399270666225,-1.3250639901621846,-1.0234518435862174,-1.0733302587042268,2.8,0.7,0.5,0.5,4.9,0,0,1,0,0,1,1.0
14,12.9,-1.8,-0.533761579042883,-0.8209196610201621,-0.8879291441105951,-0.2799327894375551,-0.3472044496594734,-0.48583139923562374,-0.09196354055827957,1.6,0.1,0.5,0.4,5.0,1,0,0,0,0,0,0.2
16,17.8,-1.7,-0.533761579042883,-0.8209196610201621,-0.8307877025253705,-0.38860024917411823,-0.5101810397432586,0.2053948863579966,0.5213906582829375,1.1,0.3,0.2,0.4,5.5,0,0,0,0,1,0,0.4
54,8.0,-5.0,-1.1957061103059148,-0.8209196610201621,-0.8879291441105951,-0.4972677089106812,-0.4558555097153303,-0.6394372404786506,-0.7666531592836182,1.6,0.4,0.1,1.0,4.1,1,0,0,0,0,1,-0.2
50,10.7,-1.9,-0.616504645450762,0.3864560300604612,0.8263141034461416,-0.6059351686472442,-0.5645065697711871,-0.33222555799259695,-0.2759698002106446,1.1,2.2,0.6,1.1,6.5,0,1,0,0,0,1,0.3
59,5.5,-6.2,-1.1129630438980358,-0.36815377686492845,-0.20223184508790043,-0.9319375478569333,-0.836134219910829,-0.7930430817216773,-0.82798857916774,0.7,0.9,0.7,0.9,3.3,0,0,0,1,1,1,-0.7
78,15.1,1.0,0.12818295222014872,-0.2172318154798505,-0.14509040350267582,1.6217477559522975,1.6628401613738768,-0.02501387550654354,0.0920427190940857,3.2,2.8,0.4,1.1,14.1,0,0,1,0,0,1,3.3
31,7.2,-4.6,-0.616504645450762,-0.8209196610201621,-0.8879291441105951,-1.0406050075934963,-1.1892501650923633,-0.8698460023431905,-0.82798857916774,3.0,0.4,0.2,0.7,1.8,0,0,0,0,1,0,0.6
41,7.5,-3.4,-0.616504645450762,-0.36815377686492845,-0.3736561698435741,-1.1492724673300594,-1.134924635064435,-1.1002547642077307,-1.1346656785883487,0.5,1.0,0.1,0.3,2.0,0,1,0,0,1,0,0.1
74,12.6,-0.5,0.04543988581226978,0.5373779914455391,0.4263240123495696,-0.9319375478569333,-0.9447852799666857,-0.8698460023431905,-0.9506594189359834,2.0,1.1,0.6,0.8,5.1,1,0,0,0,1,1,2.1
17,7.6,-5.9,-0.533761579042883,-0.6699976996350843,-0.773646260940146,-0.9862712777252147,-0.836134219910829,-0.8698460023431905,-0.82798857916774,1.7,0.4,0.2,0.6,2.1,1,0,0,0,0,0,-0.2
23,18.5,-0.7,-0.3682754462271251,-0.8209196610201621,-0.8879291441105951,1.1327441871377641,1.0924220960806288,0.5894094894655633,0.7053969179353028,3.8,1.1,0.8,1.9,11.7,0,0,0,0,1,0,0.7
75,22.6,3.8,2.1967596124171234,-0.6699976996350843,-0.5450804945992478,2.8714235429227726,2.6678624668905524,1.8950591400312906,1.9934407355018584,7.8,2.2,0.8,2.0,20.1,1,0,0,0,1,1,10.5
10,4.4,-4.9,-0.45101851263500403,-0.8209196610201621,-0.8879291441105951,-1.3666073868031852,-1.3250639901621846,-1.1770576848292442,-1.1346656785883487,0.7,0.3,0.2,0.3,0.2,0,0,0,0,1,0,0.0
10,9.7,-2.6,-0.533761579042883,-0.2172318154798505,0.08347536283822236,-0.6602688985155257,-0.7274831598549723,-0.8698460023431905,-1.0119948388201052,0.8,1.2,0.2,0.4,4.4,0,0,0,1,0,0,0.1
59,12.8,0.4,0.5418982842595436,1.4429097597560065,1.2263041945427136,-0.38860024917411823,-0.4286927447013661,0.28219780697950986,0.0920427190940857,1.8,1.7,0.5,0.9,10.1,0,0,0,1,0,1,4.5
25,19.1,3.2,0.12818295222014872,2.9521293736067857,2.483415909417654,1.1870779170060455,1.1195848610945929,0.5126065688440502,0.5213906582829375,3.1,1.4,1.1,1.2,19.3,0,0,0,1,1,0,1.9
55,13.2,0.4,0.9556136162989386,2.6502854508366296,2.5405573510028785,0.15473704950869688,0.16888808560584614,-0.33222555799259695,-0.2759698002106446,3.4,2.0,1.2,1.2,13.9,0,0,0,1,0,1,5.0
57,8.1,-2.4,-0.3682754462271251,0.23553406867538315,0.5977483371052434,-0.9862712777252147,-0.9719480449806499,-0.7162401611001639,-0.7666531592836182,2.4,0.7,0.4,0.6,4.4,0,0,1,0,0,1,1.3
71,15.0,0.7,0.45915521785166474,0.839221914215695,0.5977483371052434,0.42640569885010443,0.413352970731524,0.12859196573648315,-0.09196354055827957,2.3,5.4,1.3,2.2,11.8,0,1,0,0,1,1,4.0
55,10.2,-2.3,-0.533761579042883,0.839221914215695,1.1120213113722646,-0.6059351686472442,-0.6459948648130796,-0.7162401611001639,-0.82798857916774,1.3,1.9,0.5,1.2,7.1,0,1,0,0,0,1,1.1
68,17.1,1.6,2.1967596124171234,-0.6699976996350843,-0.5450804945992478,1.024076727401201,1.010933801038736,-0.33222555799259695,-0.09196354055827957,3.1,11.2,2.3,3.4,10.6,0,1,0,0,0,1,6.6
81,23.5,6.3,5.092766936692887,1.5938317211410846,1.8548600519801834,2.4910874338448017,2.58637417184866,3.3543146318400447,2.9748074536478057,3.1,7.7,1.0,3.4,25.0,0,1,0,0,0,1,13.1
36,3.7,-5.3,-0.78199077826652,-0.8209196610201621,-0.8307877025253705,-1.0406050075934963,-1.0534363400225424,-1.1002547642077307,-1.0119948388201052,0.6,0.3,0.1,0.2,1.6,0,0,1,0,0,0,0.0
47,13.9,0.2,0.04543988581226978,0.3864560300604612,0.4834654539347943,0.5350731585866675,0.8751199759689151,0.7430153307085902,0.5213906582829375,2.0,2.7,0.8,1.2,12.2,0,0,0,1,1,1,2.1
67,10.6,-0.9,-0.03730318059560918,1.2919877983709285,0.9977384282018152,-0.38860024917411823,-0.292878919631545,-0.25542263737108367,-0.2759698002106446,2.7,0.9,0.6,1.0,9.1,0,0,0,1,0,1,2.6
73,12.8,-0.9,0.45915521785166474,0.839221914215695,0.8263141034461416,0.7524080780597935,1.0380965660527006,0.8966211719516171,0.7667323378194243,3.3,3.5,1.0,1.9,14.0,0,0,0,1,0,1,4.3
37,11.7,-3.6,-1.0302199774901568,-0.8209196610201621,-0.8307877025253705,0.20907077937697843,0.2503763806477389,0.2053948863579966,0.5827260781670592,2.2,0.5,0.4,1.4,7.8,1,0,0,0,0,0,0.0
